"X","Y","DateTime"
"1057.9","555.7","235711235045"
"1061.8","566.4","235711243474"
"1059.1","568.1","235711251520"
"1044.6","561.1","235711260037"
"1044.6","561.1","235711268300"
"1046.8","561.0","235711276529"
"1055.2","565.2","235711285025"
"1050.5","577.8","235711293233"
"1050.1","573.4","235711301615"
"1041.2","569.4","235711309925"
"1049.5","565.4","235711318306"
"1050.3","568.8","235711326630"
"1054.3","571.4","235711334832"
"1045.6","566.2","235711343195"
"1065.0","548.3","235711351497"
"1068.3","549.7","235711360019"
"1054.9","565.9","235711368183"
"1043.5","572.2","235711376595"
"1034.7","569.1","235711384823"
"947.0","578.3","235711393220"
"894.6","575.6","235711401662"
"890.7","565.9","235711409960"
"921.6","571.7","235711418221"
"928.7","569.4","235711426752"
"915.5","564.9","235711435080"
"912.2","559.5","235711443239"
"909.3","559.6","235711451609"
"918.4","546.7","235711459920"
"920.3","531.9","235711468268"
"919.5","531.2","235711476629"
"925.2","567.2","235711485022"
"922.8","550.6","235711493289"
"923.6","553.1","235711501635"
"908.9","527.4","235711509903"
"913.8","508.1","235711518139"
"914.6","505.1","235711526561"
"933.6","533.8","235711534946"
"903.4","550.8","235711543481"
"897.6","552.3","235711551476"
"897.6","552.5","235711560033"
"914.7","573.1","235711568150"
"920.0","556.0","235711576571"
"920.4","568.8","235711584949"
"909.8","551.0","235711593271"
"913.5","568.5","235711601566"
"913.2","566.0","235711609944"
"927.6","567.9","235711618135"
"963.2","570.2","235711626465"
"999.2","569.2","235711634826"
"1023.0","579.2","235711643304"
"1030.9","574.4","235711651469"
"1026.1","577.8","235711659894"
"1018.8","549.0","235711668132"
"1021.1","548.5","235711676600"
"1026.7","557.1","235711684969"
"1027.4","558.3","235711693252"
"1025.7","561.6","235711701618"
"1020.9","557.1","235711709735"
"1028.2","544.1","235711718128"
"1030.5","546.3","235711726476"
"1019.1","567.3","235711734751"
"1025.3","561.6","235711743053"
"1026.7","558.4","235711751435"
"1024.8","561.9","235711759826"
"1017.1","567.2","235711768113"
"1019.5","541.5","235711776514"
"1018.6","557.1","235711784785"
"1025.7","550.7","235711793399"
"1022.1","565.9","235711801561"
"1028.0","562.5","235711809846"
